"","Line","Trial","Survival","Experiment"
"9731","OR813","AB-14",70,"GWAS"
"9732","OR813","DE-14",60,"GWAS"
"9733","OR813","MN-14",60,"GWAS"
"9734","OR813","OH-14",0,"GWAS"
"9735","OR813","AB-15",80,"GWAS"
"9736","OR813","ID-15",80,"GWAS"
"9737","OR813","MN-15",0,"GWAS"
"9738","OR813","OH-15",100,"GWAS"
"9739","OR813","ES-15",62.5,"GWAS"
"9740","OR813","UK-15",100,"GWAS"
"9741","OR815","AB-14",60,"GWAS"
"9742","OR815","DE-14",50,"GWAS"
"9743","OR815","MN-14",50,"GWAS"
"9744","OR815","OH-14",0,"GWAS"
"9745","OR815","AB-15",15,"GWAS"
"9746","OR815","ID-15",70,"GWAS"
"9747","OR815","MN-15",0,"GWAS"
"9748","OR815","OH-15",100,"GWAS"
"9749","OR815","ES-15",50,"GWAS"
"9750","OR815","UK-15",100,"GWAS"
"9751","OR816","AB-14",30,"GWAS"
"9752","OR816","DE-14",30,"GWAS"
"9753","OR816","MN-14",60,"GWAS"
"9754","OR816","OH-14",0,"GWAS"
"9755","OR816","AB-15",70,"GWAS"
"9756","OR816","ID-15",80,"GWAS"
"9757","OR816","MN-15",0,"GWAS"
"9758","OR816","OH-15",100,"GWAS"
"9759","OR816","ES-15",46.1538461538462,"GWAS"
"9760","OR816","UK-15",100,"GWAS"
"9761","OR91","AB-14",5,"GWAS"
"9762","OR91","DE-14",30,"GWAS"
"9763","OR91","MN-14",50,"GWAS"
"9764","OR91","OH-14",0,"GWAS"
"9765","OR91","AB-15",0,"GWAS"
"9766","OR91","ID-15",50,"GWAS"
"9767","OR91","MN-15",0,"GWAS"
"9768","OR91","OH-15",100,"GWAS"
"9769","OR91","ES-15",33.3333333333333,"GWAS"
"9770","OR91","UK-15",100,"GWAS"
"9771","OR915","AB-14",15,"GWAS"
"9772","OR915","DE-14",20,"GWAS"
"9773","OR915","MN-14",5,"GWAS"
"9774","OR915","OH-14",30,"GWAS"
"9775","OR915","AB-15",5,"GWAS"
"9776","OR915","ID-15",50,"GWAS"
"9777","OR915","MN-15",0,"GWAS"
"9778","OR915","OH-15",100,"GWAS"
"9779","OR915","ES-15",28.5714285714286,"GWAS"
"9780","OR915","UK-15",100,"GWAS"
"9781","OR92","AB-14",30,"GWAS"
"9782","OR92","DE-14",30,"GWAS"
"9783","OR92","MN-14",60,"GWAS"
"9784","OR92","OH-14",0,"GWAS"
"9785","OR92","AB-15",10,"GWAS"
"9786","OR92","ID-15",80,"GWAS"
"9787","OR92","MN-15",0,"GWAS"
"9788","OR92","OH-15",100,"GWAS"
"9789","OR92","ES-15",0,"GWAS"
"9790","OR92","UK-15",100,"GWAS"
"9791","Orchidea","AB-14",80,"GWAS"
"9792","Orchidea","DE-14",60,"GWAS"
"9793","Orchidea","MN-14",80,"GWAS"
"9794","Orchidea","OH-14",0,"GWAS"
"9795","Orchidea","AB-15",5,"GWAS"
"9796","Orchidea","ID-15",70,"GWAS"
"9797","Orchidea","MN-15",0,"GWAS"
"9798","Orchidea","OH-15",100,"GWAS"
"9799","Orchidea","ES-15",70,"GWAS"
"9800","Orchidea","UK-15",100,"GWAS"
"9801","ORFEE","AB-14",5,"GWAS"
"9802","ORFEE","DE-14",50,"GWAS"
"9803","ORFEE","MN-14",70,"GWAS"
"9804","ORFEE","OH-14",100,"GWAS"
"9805","ORFEE","AB-15",0,"GWAS"
"9806","ORFEE","ID-15",80,"GWAS"
"9807","ORFEE","MN-15",0,"GWAS"
"9808","ORFEE","OH-15",100,"GWAS"
"9809","ORFEE","ES-15",71.4285714285714,"GWAS"
"9810","ORFEE","UK-15",100,"GWAS"
"9811","Orria","AB-14",0,"GWAS"
"9812","Orria","DE-14",50,"GWAS"
"9813","Orria","MN-14",0,"GWAS"
"9814","Orria","OH-14",0,"GWAS"
"9815","Orria","AB-15",5,"GWAS"
"9816","Orria","ID-15",0,"GWAS"
"9817","Orria","MN-15",0,"GWAS"
"9818","Orria","OH-15",100,"GWAS"
"9819","Orria","ES-15",47.3684210526316,"GWAS"
"9820","Orria","UK-15",100,"GWAS"
"9821","Orza-96","AB-14",0,"GWAS"
"9822","Orza-96","DE-14",60,"GWAS"
"9823","Orza-96","MN-14",0,"GWAS"
"9824","Orza-96","OH-14",0,"GWAS"
"9825","Orza-96","AB-15",5,"GWAS"
"9826","Orza-96","ID-15",80,"GWAS"
"9827","Orza-96","MN-15",0,"GWAS"
"9828","Orza-96","OH-15",100,"GWAS"
"9829","Orza-96","ES-15",86.6666666666667,"GWAS"
"9830","Orza-96","UK-15",100,"GWAS"
"9831","Osiris","AB-14",0,"GWAS"
"9832","Osiris","DE-14",10,"GWAS"
"9833","Osiris","MN-14",0,"GWAS"
"9834","Osiris","OH-14",0,"GWAS"
"9835","Osiris","AB-15",0,"GWAS"
"9836","Osiris","ID-15",0,"GWAS"
"9837","Osiris","MN-15",0,"GWAS"
"9838","Osiris","OH-15",100,"GWAS"
"9839","Osiris","ES-15",75,"GWAS"
"9840","Osiris","UK-15",100,"GWAS"
"9841","Osomugi","AB-14",5,"GWAS"
"9842","Osomugi","DE-14",50,"GWAS"
"9843","Osomugi","MN-14",0,"GWAS"
"9844","Osomugi","OH-14",0,"GWAS"
"9845","Osomugi","AB-15",25,"GWAS"
"9846","Osomugi","ID-15",70,"GWAS"
"9847","Osomugi","MN-15",0,"GWAS"
"9848","Osomugi","OH-15",100,"GWAS"
"9849","Osomugi","ES-15",33.3333333333333,"GWAS"
"9850","Osomugi","UK-15",100,"GWAS"
"9851","Ou_2","AB-14",60,"GWAS"
"9852","Ou_2","DE-14",40,"GWAS"
"9853","Ou_2","MN-14",10,"GWAS"
"9854","Ou_2","OH-14",0,"GWAS"
"9855","Ou_2","AB-15",50,"GWAS"
"9856","Ou_2","ID-15",90,"GWAS"
"9857","Ou_2","MN-15",0,"GWAS"
"9858","Ou_2","OH-15",100,"GWAS"
"9859","Ou_2","ES-15",85.7142857142857,"GWAS"
"9860","Ou_2","UK-15",100,"GWAS"
"9861","Outlook","AB-14",25,"GWAS"
"9862","Outlook","DE-14",50,"GWAS"
"9863","Outlook","MN-14",30,"GWAS"
"9864","Outlook","OH-14",0,"GWAS"
"9865","Outlook","AB-15",30,"GWAS"
"9866","Outlook","ID-15",50,"GWAS"
"9867","Outlook","MN-15",0,"GWAS"
"9868","Outlook","OH-15",100,"GWAS"
"9869","Outlook","ES-15",66.6666666666667,"GWAS"
"9870","Outlook","UK-15",100,"GWAS"
"9871","P-713","AB-14",15,"GWAS"
"9872","P-713","DE-14",40,"GWAS"
"9873","P-713","MN-14",100,"GWAS"
"9874","P-713","OH-14",50,"GWAS"
"9875","P-713","AB-15",40,"GWAS"
"9876","P-713","ID-15",90,"GWAS"
"9877","P-713","MN-15",5,"GWAS"
"9878","P-713","OH-15",100,"GWAS"
"9879","P-713","ES-15",0,"GWAS"
"9880","P-713","UK-15",100,"GWAS"
"9881","P-721","AB-14",25,"GWAS"
"9882","P-721","DE-14",60,"GWAS"
"9883","P-721","MN-14",100,"GWAS"
"9884","P-721","OH-14",33,"GWAS"
"9885","P-721","AB-15",5,"GWAS"
"9886","P-721","ID-15",90,"GWAS"
"9887","P-721","MN-15",70,"GWAS"
"9888","P-721","OH-15",100,"GWAS"
"9889","P-721","ES-15",60,"GWAS"
"9890","P-721","UK-15",100,"GWAS"
"9891","P-954","AB-14",5,"GWAS"
"9892","P-954","DE-14",60,"GWAS"
"9893","P-954","MN-14",100,"GWAS"
"9894","P-954","OH-14",100,"GWAS"
"9895","P-954","AB-15",10,"GWAS"
"9896","P-954","ID-15",90,"GWAS"
"9897","P-954","MN-15",0,"GWAS"
"9898","P-954","OH-15",100,"GWAS"
"9899","P-954","ES-15",0,"GWAS"
"9900","P-954","UK-15",100,"GWAS"
"9901","Panda","AB-14",25,"GWAS"
"9902","Panda","DE-14",40,"GWAS"
"9903","Panda","MN-14",10,"GWAS"
"9904","Panda","OH-14",0,"GWAS"
"9905","Panda","AB-15",5,"GWAS"
"9906","Panda","ID-15",70,"GWAS"
"9907","Panda","MN-15",0,"GWAS"
"9908","Panda","OH-15",100,"GWAS"
"9909","Panda","ES-15",51.8518518518518,"GWAS"
"9910","Panda","UK-15",100,"GWAS"
"9911","Parasol","AB-14",10,"GWAS"
"9912","Parasol","DE-14",60,"GWAS"
"9913","Parasol","MN-14",10,"GWAS"
"9914","Parasol","OH-14",0,"GWAS"
"9915","Parasol","AB-15",20,"GWAS"
"9916","Parasol","ID-15",50,"GWAS"
"9917","Parasol","MN-15",0,"GWAS"
"9918","Parasol","OH-15",100,"GWAS"
"9919","Parasol","ES-15",60,"GWAS"
"9920","Parasol","UK-15",100,"GWAS"
"9921","Passport","AB-14",10,"GWAS"
"9922","Passport","DE-14",60,"GWAS"
"9923","Passport","MN-14",20,"GWAS"
"9924","Passport","OH-14",0,"GWAS"
"9925","Passport","AB-15",0,"GWAS"
"9926","Passport","ID-15",60,"GWAS"
"9927","Passport","MN-15",0,"GWAS"
"9928","Passport","OH-15",100,"GWAS"
"9929","Passport","ES-15",40,"GWAS"
"9930","Passport","UK-15",100,"GWAS"
"9931","Patricia","AB-14",10,"GWAS"
"9932","Patricia","DE-14",60,"GWAS"
"9933","Patricia","MN-14",100,"GWAS"
"9934","Patricia","OH-14",10,"GWAS"
"9935","Patricia","AB-15",75,"GWAS"
"9936","Patricia","ID-15",20,"GWAS"
"9937","Patricia","MN-15",0,"GWAS"
"9938","Patricia","OH-15",100,"GWAS"
"9939","Patricia","ES-15",25,"GWAS"
"9940","Patricia","UK-15",100,"GWAS"
"9941","Pedigree","AB-14",0,"GWAS"
"9942","Pedigree","DE-14",40,"GWAS"
"9943","Pedigree","MN-14",10,"GWAS"
"9944","Pedigree","OH-14",20,"GWAS"
"9945","Pedigree","AB-15",5,"GWAS"
"9946","Pedigree","ID-15",0,"GWAS"
"9947","Pedigree","MN-15",3,"GWAS"
"9948","Pedigree","OH-15",100,"GWAS"
"9949","Pedigree","ES-15",100,"GWAS"
"9950","Pedigree","UK-15",100,"GWAS"
"9951","Pennrad","AB-14",15,"GWAS"
"9952","Pennrad","DE-14",40,"GWAS"
"9953","Pennrad","MN-14",80,"GWAS"
"9954","Pennrad","OH-14",0,"GWAS"
"9955","Pennrad","AB-15",0,"GWAS"
"9956","Pennrad","ID-15",90,"GWAS"
"9957","Pennrad","MN-15",0,"GWAS"
"9958","Pennrad","OH-15",100,"GWAS"
"9959","Pennrad","ES-15",100,"GWAS"
"9960","Pennrad","UK-15",100,"GWAS"
"9961","Peragis_mittelfruhe_II","AB-14",40,"GWAS"
"9962","Peragis_mittelfruhe_II","DE-14",40,"GWAS"
"9963","Peragis_mittelfruhe_II","MN-14",80,"GWAS"
"9964","Peragis_mittelfruhe_II","OH-14",0,"GWAS"
"9965","Peragis_mittelfruhe_II","AB-15",60,"GWAS"
"9966","Peragis_mittelfruhe_II","ID-15",80,"GWAS"
"9967","Peragis_mittelfruhe_II","MN-15",0,"GWAS"
"9968","Peragis_mittelfruhe_II","OH-15",100,"GWAS"
"9969","Peragis_mittelfruhe_II","ES-15",25,"GWAS"
"9970","Peragis_mittelfruhe_II","UK-15",100,"GWAS"
"9971","Perga","AB-14",0,"GWAS"
"9972","Perga","DE-14",40,"GWAS"
"9973","Perga","MN-14",40,"GWAS"
"9974","Perga","OH-14",0,"GWAS"
"9975","Perga","AB-15",0,"GWAS"
"9976","Perga","ID-15",80,"GWAS"
"9977","Perga","MN-15",0,"GWAS"
"9978","Perga","OH-15",100,"GWAS"
"9979","Perga","ES-15",82.3529411764706,"GWAS"
"9980","Perga","UK-15",100,"GWAS"
"9981","Peridot","AB-14",15,"GWAS"
"9982","Peridot","DE-14",30,"GWAS"
"9983","Peridot","MN-14",30,"GWAS"
"9984","Peridot","OH-14",0,"GWAS"
"9985","Peridot","AB-15",30,"GWAS"
"9986","Peridot","ID-15",90,"GWAS"
"9987","Peridot","MN-15",0,"GWAS"
"9988","Peridot","OH-15",100,"GWAS"
"9989","Peridot","ES-15",100,"GWAS"
"9990","Peridot","UK-15",100,"GWAS"
"9991","PI_327842_","AB-14",10,"GWAS"
"9992","PI_327842_","DE-14",60,"GWAS"
"9993","PI_327842_","MN-14",30,"GWAS"
"9994","PI_327842_","OH-14",0,"GWAS"
"9995","PI_327842_","AB-15",15,"GWAS"
"9996","PI_327842_","ID-15",0,"GWAS"
"9997","PI_327842_","MN-15",0,"GWAS"
"9998","PI_327842_","OH-15",100,"GWAS"
"9999","PI_327842_","ES-15",53.8461538461538,"GWAS"
"10000","PI_327842_","UK-15",100,"GWAS"
"10001","PI_327853","AB-14",0,"GWAS"
"10002","PI_327853","DE-14",70,"GWAS"
"10003","PI_327853","MN-14",30,"GWAS"
"10004","PI_327853","OH-14",0,"GWAS"
"10005","PI_327853","AB-15",30,"GWAS"
"10006","PI_327853","ID-15",90,"GWAS"
"10007","PI_327853","MN-15",0,"GWAS"
"10008","PI_327853","OH-15",100,"GWAS"
"10009","PI_327853","ES-15",85,"GWAS"
"10010","PI_327853","UK-15",100,"GWAS"
"10011","PI_327862","AB-14",50,"GWAS"
"10012","PI_327862","DE-14",70,"GWAS"
"10013","PI_327862","MN-14",30,"GWAS"
"10014","PI_327862","OH-14",0,"GWAS"
"10015","PI_327862","AB-15",5,"GWAS"
"10016","PI_327862","ID-15",90,"GWAS"
"10017","PI_327862","MN-15",0,"GWAS"
"10018","PI_327862","OH-15",100,"GWAS"
"10019","PI_327862","ES-15",86.3636363636364,"GWAS"
"10020","PI_327862","UK-15",100,"GWAS"
"10021","PI182602","AB-14",60,"GWAS"
"10022","PI182602","DE-14",20,"GWAS"
"10023","PI182602","MN-14",80,"GWAS"
"10024","PI182602","OH-14",50,"GWAS"
"10025","PI182602","AB-15",75,"GWAS"
"10026","PI182602","ID-15",50,"GWAS"
"10027","PI182602","MN-15",0,"GWAS"
"10028","PI182602","OH-15",100,"GWAS"
"10029","PI182602","ES-15",46.6666666666667,"GWAS"
"10030","PI182602","UK-15",100,"GWAS"
"10031","PI294773","AB-14",5,"GWAS"
"10032","PI294773","DE-14",60,"GWAS"
"10033","PI294773","MN-14",70,"GWAS"
"10034","PI294773","OH-14",100,"GWAS"
"10035","PI294773","AB-15",50,"GWAS"
"10036","PI294773","ID-15",90,"GWAS"
"10037","PI294773","MN-15",0,"GWAS"
"10038","PI294773","OH-15",100,"GWAS"
"10039","PI294773","ES-15",0,"GWAS"
"10040","PI294773","UK-15",100,"GWAS"
"10041","PI327603","AB-14",50,"GWAS"
"10042","PI327603","DE-14",70,"GWAS"
"10043","PI327603","MN-14",90,"GWAS"
"10044","PI327603","OH-14",50,"GWAS"
"10045","PI327603","AB-15",70,"GWAS"
"10046","PI327603","ID-15",70,"GWAS"
"10047","PI327603","MN-15",0,"GWAS"
"10048","PI327603","OH-15",100,"GWAS"
"10049","PI327603","ES-15",62.5,"GWAS"
"10050","PI327603","UK-15",100,"GWAS"
"10051","PI327604","AB-14",20,"GWAS"
"10052","PI327604","DE-14",50,"GWAS"
"10053","PI327604","MN-14",10,"GWAS"
"10054","PI327604","OH-14",0,"GWAS"
"10055","PI327604","AB-15",90,"GWAS"
"10056","PI327604","ID-15",70,"GWAS"
"10057","PI327604","MN-15",0,"GWAS"
"10058","PI327604","OH-15",100,"GWAS"
"10059","PI327604","ES-15",100,"GWAS"
"10060","PI327604","UK-15",85,"GWAS"
"10061","PI327702","AB-14",100,"GWAS"
"10062","PI327702","DE-14",70,"GWAS"
"10063","PI327702","MN-14",70,"GWAS"
"10064","PI327702","OH-14",100,"GWAS"
"10065","PI327702","AB-15",75,"GWAS"
"10066","PI327702","ID-15",90,"GWAS"
"10067","PI327702","MN-15",0,"GWAS"
"10068","PI327702","OH-15",100,"GWAS"
"10069","PI327702","ES-15",77.7777777777778,"GWAS"
"10070","PI327702","UK-15",80,"GWAS"
"10071","PI327709","AB-14",40,"GWAS"
"10072","PI327709","DE-14",70,"GWAS"
"10073","PI327709","MN-14",80,"GWAS"
"10074","PI327709","OH-14",50,"GWAS"
"10075","PI327709","AB-15",75,"GWAS"
"10076","PI327709","ID-15",100,"GWAS"
"10077","PI327709","MN-15",15,"GWAS"
"10078","PI327709","OH-15",100,"GWAS"
"10079","PI327709","ES-15",66.6666666666667,"GWAS"
"10080","PI327709","UK-15",100,"GWAS"
"10081","PI327764","AB-14",75,"GWAS"
"10082","PI327764","DE-14",50,"GWAS"
"10083","PI327764","MN-14",100,"GWAS"
"10084","PI327764","OH-14",80,"GWAS"
"10085","PI327764","AB-15",75,"GWAS"
"10086","PI327764","ID-15",90,"GWAS"
"10087","PI327764","MN-15",15,"GWAS"
"10088","PI327764","OH-15",100,"GWAS"
"10089","PI327764","ES-15",83.3333333333333,"GWAS"
"10090","PI327764","UK-15",100,"GWAS"
"10091","PI327827","AB-14",30,"GWAS"
"10092","PI327827","DE-14",60,"GWAS"
"10093","PI327827","MN-14",100,"GWAS"
"10094","PI327827","OH-14",0,"GWAS"
"10095","PI327827","AB-15",60,"GWAS"
"10096","PI327827","ID-15",80,"GWAS"
"10097","PI327827","MN-15",0,"GWAS"
"10098","PI327827","OH-15",100,"GWAS"
"10099","PI327827","ES-15",100,"GWAS"
"10100","PI327827","UK-15",85,"GWAS"
"10101","PI340977","AB-14",30,"GWAS"
"10102","PI340977","DE-14",40,"GWAS"
"10103","PI340977","MN-14",100,"GWAS"
"10104","PI340977","OH-14",100,"GWAS"
"10105","PI340977","AB-15",95,"GWAS"
"10106","PI340977","ID-15",90,"GWAS"
"10107","PI340977","MN-15",15,"GWAS"
"10108","PI340977","OH-15",100,"GWAS"
"10109","PI340977","ES-15",84.6153846153846,"GWAS"
"10110","PI340977","UK-15",100,"GWAS"
"10111","PI345736","AB-14",60,"GWAS"
"10112","PI345736","DE-14",40,"GWAS"
"10113","PI345736","MN-14",70,"GWAS"
"10114","PI345736","OH-14",0,"GWAS"
"10115","PI345736","AB-15",20,"GWAS"
"10116","PI345736","ID-15",80,"GWAS"
"10117","PI345736","MN-15",0,"GWAS"
"10118","PI345736","OH-15",100,"GWAS"
"10119","PI345736","ES-15",50,"GWAS"
"10120","PI345736","UK-15",100,"GWAS"
"10121","PI372107","AB-14",0,"GWAS"
"10122","PI372107","DE-14",60,"GWAS"
"10123","PI372107","MN-14",40,"GWAS"
"10124","PI372107","OH-14",80,"GWAS"
"10125","PI372107","AB-15",80,"GWAS"
"10126","PI372107","ID-15",80,"GWAS"
"10127","PI372107","MN-15",0,"GWAS"
"10128","PI372107","OH-15",100,"GWAS"
"10129","PI372107","ES-15",33.3333333333333,"GWAS"
"10130","PI372107","UK-15",65,"GWAS"
"10131","PI384456","AB-14",60,"GWAS"
"10132","PI384456","DE-14",40,"GWAS"
"10133","PI384456","MN-14",80,"GWAS"
"10134","PI384456","OH-14",100,"GWAS"
"10135","PI384456","AB-15",10,"GWAS"
"10136","PI384456","ID-15",90,"GWAS"
"10137","PI384456","MN-15",5,"GWAS"
"10138","PI384456","OH-15",100,"GWAS"
"10139","PI384456","ES-15",40,"GWAS"
"10140","PI384456","UK-15",100,"GWAS"
"10141","PI420639","AB-14",20,"GWAS"
"10142","PI420639","DE-14",60,"GWAS"
"10143","PI420639","MN-14",100,"GWAS"
"10144","PI420639","OH-14",0,"GWAS"
"10145","PI420639","AB-15",50,"GWAS"
"10146","PI420639","ID-15",90,"GWAS"
"10147","PI420639","MN-15",15,"GWAS"
"10148","PI420639","OH-15",100,"GWAS"
"10149","PI420639","ES-15",52.9411764705882,"GWAS"
"10150","PI420639","UK-15",100,"GWAS"
"10151","PI499338","AB-14",70,"GWAS"
"10152","PI499338","DE-14",60,"GWAS"
"10153","PI499338","MN-14",90,"GWAS"
"10154","PI499338","OH-14",0,"GWAS"
"10155","PI499338","AB-15",10,"GWAS"
"10156","PI499338","ID-15",90,"GWAS"
"10157","PI499338","MN-15",0,"GWAS"
"10158","PI499338","OH-15",100,"GWAS"
"10159","PI499338","ES-15",50,"GWAS"
"10160","PI499338","UK-15",100,"GWAS"
"10161","PI640031","AB-14",10,"GWAS"
"10162","PI640031","DE-14",40,"GWAS"
"10163","PI640031","MN-14",40,"GWAS"
"10164","PI640031","OH-14",100,"GWAS"
"10165","PI640031","AB-15",75,"GWAS"
"10166","PI640031","ID-15",90,"GWAS"
"10167","PI640031","MN-15",0,"GWAS"
"10168","PI640031","OH-15",100,"GWAS"
"10169","PI640031","ES-15",0,"GWAS"
"10170","PI640031","UK-15",100,"GWAS"
"10171","PI78786","AB-14",95,"GWAS"
"10172","PI78786","DE-14",70,"GWAS"
"10173","PI78786","MN-14",70,"GWAS"
"10174","PI78786","OH-14",0,"GWAS"
"10175","PI78786","AB-15",15,"GWAS"
"10176","PI78786","ID-15",90,"GWAS"
"10177","PI78786","MN-15",0,"GWAS"
"10178","PI78786","OH-15",100,"GWAS"
"10179","PI78786","ES-15",66.6666666666667,"GWAS"
"10180","PI78786","UK-15",100,"GWAS"
"10181","PI87835","AB-14",50,"GWAS"
"10182","PI87835","DE-14",50,"GWAS"
"10183","PI87835","MN-14",90,"GWAS"
"10184","PI87835","OH-14",80,"GWAS"
"10185","PI87835","AB-15",70,"GWAS"
"10186","PI87835","ID-15",90,"GWAS"
"10187","PI87835","MN-15",100,"GWAS"
"10188","PI87835","OH-15",100,"GWAS"
"10189","PI87835","ES-15",100,"GWAS"
"10190","PI87835","UK-15",100,"GWAS"
"10191","PIAF","AB-14",5,"GWAS"
"10192","PIAF","DE-14",40,"GWAS"
"10193","PIAF","MN-14",60,"GWAS"
"10194","PIAF","OH-14",0,"GWAS"
"10195","PIAF","AB-15",15,"GWAS"
"10196","PIAF","ID-15",90,"GWAS"
"10197","PIAF","MN-15",0,"GWAS"
"10198","PIAF","OH-15",30,"GWAS"
"10199","PIAF","ES-15",52.9411764705882,"GWAS"
"10200","PIAF","UK-15",100,"GWAS"
"10201","Pilastro","AB-14",0,"GWAS"
"10202","Pilastro","DE-14",50,"GWAS"
"10203","Pilastro","MN-14",0,"GWAS"
"10204","Pilastro","OH-14",0,"GWAS"
"10205","Pilastro","AB-15",0,"GWAS"
"10206","Pilastro","ID-15",90,"GWAS"
"10207","Pilastro","MN-15",0,"GWAS"
"10208","Pilastro","OH-15",100,"GWAS"
"10209","Pilastro","ES-15",60,"GWAS"
"10210","Pilastro","UK-15",75,"GWAS"
"10211","Pirate","AB-14",5,"GWAS"
"10212","Pirate","DE-14",60,"GWAS"
"10213","Pirate","MN-14",90,"GWAS"
"10214","Pirate","OH-14",0,"GWAS"
"10215","Pirate","AB-15",5,"GWAS"
"10216","Pirate","ID-15",80,"GWAS"
"10217","Pirate","MN-15",0,"GWAS"
"10218","Pirate","OH-15",100,"GWAS"
"10219","Pirate","ES-15",100,"GWAS"
"10220","Pirate","UK-15",70,"GWAS"
"10221","Plaisant","AB-14",0,"GWAS"
"10222","Plaisant","DE-14",50,"GWAS"
"10223","Plaisant","MN-14",0,"GWAS"
"10224","Plaisant","OH-14",50,"GWAS"
"10225","Plaisant","AB-15",40,"GWAS"
"10226","Plaisant","ID-15",90,"GWAS"
"10227","Plaisant","MN-15",0,"GWAS"
"10228","Plaisant","OH-15",100,"GWAS"
"10229","Plaisant","ES-15",83.3333333333333,"GWAS"
"10230","Plaisant","UK-15",100,"GWAS"
"10231","Platine","AB-14",5,"GWAS"
"10232","Platine","DE-14",60,"GWAS"
"10233","Platine","MN-14",70,"GWAS"
"10234","Platine","OH-14",0,"GWAS"
"10235","Platine","AB-15",10,"GWAS"
"10236","Platine","ID-15",90,"GWAS"
"10237","Platine","MN-15",0,"GWAS"
"10238","Platine","OH-15",100,"GWAS"
"10239","Platine","ES-15",56.25,"GWAS"
"10240","Platine","UK-15",80,"GWAS"
"10241","PO71DH-104","AB-14",40,"GWAS"
"10242","PO71DH-104","DE-14",50,"GWAS"
"10243","PO71DH-104","MN-14",90,"GWAS"
"10244","PO71DH-104","OH-14",0,"GWAS"
"10245","PO71DH-104","AB-15",20,"GWAS"
"10246","PO71DH-104","ID-15",100,"GWAS"
"10247","PO71DH-104","MN-15",0,"GWAS"
"10248","PO71DH-104","OH-15",100,"GWAS"
"10249","PO71DH-104","ES-15",44.4444444444444,"GWAS"
"10250","PO71DH-104","UK-15",100,"GWAS"
"10251","PO71DH-84","AB-14",100,"GWAS"
"10252","PO71DH-84","DE-14",30,"GWAS"
"10253","PO71DH-84","MN-14",5,"GWAS"
"10254","PO71DH-84","OH-14",90,"GWAS"
"10255","PO71DH-84","AB-15",50,"GWAS"
"10256","PO71DH-84","ID-15",90,"GWAS"
"10257","PO71DH-84","MN-15",0,"GWAS"
"10258","PO71DH-84","OH-15",100,"GWAS"
"10259","PO71DH-84","ES-15",66.6666666666667,"GWAS"
"10260","PO71DH-84","UK-15",80,"GWAS"
"10261","PO71DH-87","AB-14",0,"GWAS"
"10262","PO71DH-87","DE-14",20,"GWAS"
"10263","PO71DH-87","MN-14",10,"GWAS"
"10264","PO71DH-87","OH-14",0,"GWAS"
"10265","PO71DH-87","AB-15",5,"GWAS"
"10266","PO71DH-87","ID-15",70,"GWAS"
"10267","PO71DH-87","MN-15",0,"GWAS"
"10268","PO71DH-87","OH-15",100,"GWAS"
"10269","PO71DH-87","ES-15",90,"GWAS"
"10270","PO71DH-87","UK-15",80,"GWAS"
"10271","PO71DH-94","AB-14",0,"GWAS"
"10272","PO71DH-94","DE-14",50,"GWAS"
"10273","PO71DH-94","MN-14",10,"GWAS"
"10274","PO71DH-94","OH-14",0,"GWAS"
"10275","PO71DH-94","AB-15",60,"GWAS"
"10276","PO71DH-94","ID-15",40,"GWAS"
"10277","PO71DH-94","MN-15",0,"GWAS"
"10278","PO71DH-94","OH-15",100,"GWAS"
"10279","PO71DH-94","ES-15",55.5555555555556,"GWAS"
"10280","PO71DH-94","UK-15",100,"GWAS"
"10281","Ponente","AB-14",0,"GWAS"
"10282","Ponente","DE-14",70,"GWAS"
"10283","Ponente","MN-14",10,"GWAS"
"10284","Ponente","OH-14",0,"GWAS"
"10285","Ponente","AB-15",5,"GWAS"
"10286","Ponente","ID-15",60,"GWAS"
"10287","Ponente","MN-15",0,"GWAS"
"10288","Ponente","OH-15",100,"GWAS"
"10289","Ponente","ES-15",59.375,"GWAS"
"10290","Ponente","UK-15",100,"GWAS"
"10291","Portrait","AB-14",5,"GWAS"
"10292","Portrait","DE-14",60,"GWAS"
"10293","Portrait","MN-14",5,"GWAS"
"10294","Portrait","OH-14",0,"GWAS"
"10295","Portrait","AB-15",30,"GWAS"
"10296","Portrait","ID-15",90,"GWAS"
"10297","Portrait","MN-15",0,"GWAS"
"10298","Portrait","OH-15",100,"GWAS"
"10299","Portrait","ES-15",58.8235294117647,"GWAS"
"10300","Portrait","UK-15",100,"GWAS"
"10301","Posaune","AB-14",20,"GWAS"
"10302","Posaune","DE-14",60,"GWAS"
"10303","Posaune","MN-14",50,"GWAS"
"10304","Posaune","OH-14",50,"GWAS"
"10305","Posaune","AB-15",0,"GWAS"
"10306","Posaune","ID-15",60,"GWAS"
"10307","Posaune","MN-15",0,"GWAS"
"10308","Posaune","OH-15",100,"GWAS"
"10309","Posaune","ES-15",50,"GWAS"
"10310","Posaune","UK-15",100,"GWAS"
"10311","Precoz_de_Cadreita","AB-14",0,"GWAS"
"10312","Precoz_de_Cadreita","DE-14",20,"GWAS"
"10313","Precoz_de_Cadreita","MN-14",0,"GWAS"
"10314","Precoz_de_Cadreita","OH-14",0,"GWAS"
"10315","Precoz_de_Cadreita","AB-15",0,"GWAS"
"10316","Precoz_de_Cadreita","ID-15",0,"GWAS"
"10317","Precoz_de_Cadreita","MN-15",0,"GWAS"
"10318","Precoz_de_Cadreita","OH-15",100,"GWAS"
