"","Line","Trial","Survival","Experiment"
"1863","VIR20446","CR16",0,"VIR"
"1864","VIR20446","SP16",0,"VIR"
"1865","VIR20446","AB16",60,"VIR"
"1866","VIR20446","AL16",60,"VIR"
"1867","VIR20446","BZ16",100,"VIR"
"1868","VIR20446","IT16",90,"VIR"
"1869","VIR20446","ME16",10,"VIR"
"1870","VIR20446","RM19",100,"VIR"
"1871","VIR20449","CR15",0,"VIR"
"1872","VIR20449","SP15",60,"VIR"
"1873","VIR20449","CR16",0,"VIR"
"1874","VIR20449","SP16",0,"VIR"
"1875","VIR20449","AB16",30,"VIR"
"1876","VIR20449","AL16",70,"VIR"
"1877","VIR20449","BZ16",100,"VIR"
"1878","VIR20449","IT16",100,"VIR"
"1879","VIR20449","ME16",40,"VIR"
"1880","VIR20449","RM19",100,"VIR"
"1881","VIR20466","CR15",0,"VIR"
"1882","VIR20466","SP15",60,"VIR"
"1883","VIR20466","CR16",0,"VIR"
"1884","VIR20466","SP16",0,"VIR"
"1885","VIR20466","AB16",90,"VIR"
"1886","VIR20466","AL16",70,"VIR"
"1887","VIR20466","BZ16",100,"VIR"
"1888","VIR20466","IT16",90,"VIR"
"1889","VIR20466","ME16",60,"VIR"
"1890","VIR20466","RM19",100,"VIR"
"1891","VIR20495","CR15",0,"VIR"
"1892","VIR20495","SP15",60,"VIR"
"1893","VIR20495","CR16",0,"VIR"
"1894","VIR20495","SP16",0,"VIR"
"1895","VIR20495","AB16",70,"VIR"
"1896","VIR20495","AL16",50,"VIR"
"1897","VIR20495","BZ16",100,"VIR"
"1898","VIR20495","IT16",98,"VIR"
"1899","VIR20495","ME16",60,"VIR"
"1900","VIR20495","RM19",90,"VIR"
"1901","VIR20696","CR15",0,"VIR"
"1902","VIR20696","SP15",60,"VIR"
"1903","VIR20696","CR16",0,"VIR"
"1904","VIR20696","SP16",0,"VIR"
"1905","VIR20696","AB16",50,"VIR"
"1906","VIR20696","AL16",80,"VIR"
"1907","VIR20696","BZ16",100,"VIR"
"1908","VIR20696","IT16",98,"VIR"
"1909","VIR20696","ME16",40,"VIR"
"1910","VIR20696","RM19",100,"VIR"
"1911","VIR20840","CR15",0,"VIR"
"1912","VIR20840","SP15",60,"VIR"
"1913","VIR20840","CR16",0,"VIR"
"1914","VIR20840","SP16",0,"VIR"
"1915","VIR20840","AB16",90,"VIR"
"1916","VIR20840","AL16",80,"VIR"
"1917","VIR20840","BZ16",100,"VIR"
"1918","VIR20840","IT16",95,"VIR"
"1919","VIR20840","ME16",60,"VIR"
"1920","VIR20840","RM19",90,"VIR"
"1921","VIR21070","CR15",0,"VIR"
"1922","VIR21070","SP15",60,"VIR"
"1923","VIR21070","CR16",0,"VIR"
"1924","VIR21070","SP16",0,"VIR"
"1925","VIR21070","AB16",50,"VIR"
"1926","VIR21070","AL16",60,"VIR"
"1927","VIR21070","BZ16",100,"VIR"
"1928","VIR21070","IT16",98,"VIR"
"1929","VIR21070","ME16",60,"VIR"
"1930","VIR21070","RM19",100,"VIR"
"1931","VIR21437","CR15",0,"VIR"
"1932","VIR21437","SP15",60,"VIR"
"1933","VIR21437","CR16",0,"VIR"
"1934","VIR21437","SP16",0,"VIR"
"1935","VIR21437","AB16",20,"VIR"
"1936","VIR21437","AL16",70,"VIR"
"1937","VIR21437","BZ16",100,"VIR"
"1938","VIR21437","IT16",98,"VIR"
"1939","VIR21437","ME16",20,"VIR"
"1940","VIR21437","RM19",80,"VIR"
"1941","VIR21792","CR15",0,"VIR"
"1942","VIR21792","SP15",60,"VIR"
"1943","VIR21792","CR16",0,"VIR"
"1944","VIR21792","SP16",0,"VIR"
"1945","VIR21792","AB16",20,"VIR"
"1946","VIR21792","AL16",70,"VIR"
"1947","VIR21792","BZ16",100,"VIR"
"1948","VIR21792","IT16",100,"VIR"
"1949","VIR21792","ME16",40,"VIR"
"1950","VIR21792","RM19",80,"VIR"
"1951","VIR21793","CR15",0,"VIR"
"1952","VIR21793","SP15",60,"VIR"
"1953","VIR21793","CR16",0,"VIR"
"1954","VIR21793","SP16",0,"VIR"
"1955","VIR21793","AB16",70,"VIR"
"1956","VIR21793","AL16",60,"VIR"
"1957","VIR21793","BZ16",100,"VIR"
"1958","VIR21793","IT16",95,"VIR"
"1959","VIR21793","ME16",40,"VIR"
"1960","VIR21793","RM19",80,"VIR"
"1961","VIR21825","CR15",0,"VIR"
"1962","VIR21825","SP15",60,"VIR"
"1963","VIR21825","CR16",0,"VIR"
"1964","VIR21825","SP16",0,"VIR"
"1965","VIR21825","AB16",90,"VIR"
"1966","VIR21825","AL16",10,"VIR"
"1967","VIR21825","BZ16",100,"VIR"
"1968","VIR21825","IT16",100,"VIR"
"1969","VIR21825","ME16",10,"VIR"
"1970","VIR21825","RM19",80,"VIR"
"1971","VIR21828","CR15",0,"VIR"
"1972","VIR21828","SP15",60,"VIR"
"1973","VIR21828","CR16",0,"VIR"
"1974","VIR21828","SP16",0,"VIR"
"1975","VIR21828","AB16",40,"VIR"
"1976","VIR21828","AL16",60,"VIR"
"1977","VIR21828","BZ16",100,"VIR"
"1978","VIR21828","IT16",100,"VIR"
"1979","VIR21828","ME16",90,"VIR"
"1980","VIR21828","RM19",100,"VIR"
"1981","VIR22025","CR15",0,"VIR"
"1982","VIR22025","SP15",60,"VIR"
"1983","VIR22025","CR16",0,"VIR"
"1984","VIR22025","SP16",0,"VIR"
"1985","VIR22025","AB16",50,"VIR"
"1986","VIR22025","AL16",80,"VIR"
"1987","VIR22025","BZ16",100,"VIR"
"1988","VIR22025","IT16",98,"VIR"
"1989","VIR22025","ME16",40,"VIR"
"1990","VIR22025","RM19",100,"VIR"
"1991","VIR22026","CR15",0,"VIR"
"1992","VIR22026","SP15",60,"VIR"
"1993","VIR22026","CR16",0,"VIR"
"1994","VIR22026","SP16",0,"VIR"
"1995","VIR22026","AB16",40,"VIR"
"1996","VIR22026","AL16",60,"VIR"
"1997","VIR22026","BZ16",100,"VIR"
"1998","VIR22026","IT16",100,"VIR"
"1999","VIR22026","ME16",40,"VIR"
"2000","VIR22026","RM19",100,"VIR"
"2001","VIR22101","CR15",0,"VIR"
"2002","VIR22101","SP15",60,"VIR"
"2003","VIR22101","CR16",0,"VIR"
"2004","VIR22101","SP16",0,"VIR"
"2005","VIR22101","AB16",70,"VIR"
"2006","VIR22101","AL16",40,"VIR"
"2007","VIR22101","BZ16",100,"VIR"
"2008","VIR22101","IT16",98,"VIR"
"2009","VIR22101","ME16",30,"VIR"
"2010","VIR22101","RM19",70,"VIR"
"2011","VIR22436","CR15",0,"VIR"
"2012","VIR22436","SP15",60,"VIR"
"2013","VIR22436","CR16",0,"VIR"
"2014","VIR22436","SP16",0,"VIR"
"2015","VIR22436","AB16",70,"VIR"
"2016","VIR22436","AL16",80,"VIR"
"2017","VIR22436","BZ16",100,"VIR"
"2018","VIR22436","IT16",100,"VIR"
"2019","VIR22436","ME16",70,"VIR"
"2020","VIR22436","RM19",100,"VIR"
"2021","VIR22484","CR15",0,"VIR"
"2022","VIR22484","SP15",60,"VIR"
"2023","VIR22484","CR16",0,"VIR"
"2024","VIR22484","SP16",40,"VIR"
"2025","VIR22484","AB16",80,"VIR"
"2026","VIR22484","AL16",50,"VIR"
"2027","VIR22484","BZ16",100,"VIR"
"2028","VIR22484","IT16",98,"VIR"
"2029","VIR22484","ME16",30,"VIR"
"2030","VIR22484","RM19",60,"VIR"
"2031","VIR22607","CR15",0,"VIR"
"2032","VIR22607","SP15",60,"VIR"
"2033","VIR22607","CR16",0,"VIR"
"2034","VIR22607","SP16",0,"VIR"
"2035","VIR22607","AB16",90,"VIR"
"2036","VIR22607","AL16",60,"VIR"
"2037","VIR22607","BZ16",100,"VIR"
"2038","VIR22607","IT16",100,"VIR"
"2039","VIR22607","ME16",70,"VIR"
"2040","VIR22607","RM19",90,"VIR"
"2041","VIR22707","CR15",0,"VIR"
"2042","VIR22707","SP15",60,"VIR"
"2043","VIR22707","CR16",0,"VIR"
"2044","VIR22707","SP16",80,"VIR"
"2045","VIR22707","AB16",30,"VIR"
"2046","VIR22707","AL16",70,"VIR"
"2047","VIR22707","BZ16",100,"VIR"
"2048","VIR22707","IT16",98,"VIR"
"2049","VIR22707","ME16",50,"VIR"
"2050","VIR22707","RM19",80,"VIR"
"2051","VIR22717","CR15",0,"VIR"
"2052","VIR22717","SP15",60,"VIR"
"2053","VIR22717","CR16",0,"VIR"
"2054","VIR22717","SP16",0,"VIR"
"2055","VIR22717","AB16",100,"VIR"
"2056","VIR22717","AL16",70,"VIR"
"2057","VIR22717","BZ16",100,"VIR"
"2058","VIR22717","IT16",95,"VIR"
"2059","VIR22717","ME16",20,"VIR"
"2060","VIR22717","RM19",70,"VIR"
"2061","VIR23082","CR15",0,"VIR"
"2062","VIR23082","SP15",60,"VIR"
"2063","VIR23082","CR16",0,"VIR"
"2064","VIR23082","SP16",0,"VIR"
"2065","VIR23082","AB16",90,"VIR"
"2066","VIR23082","AL16",70,"VIR"
"2067","VIR23082","BZ16",100,"VIR"
"2068","VIR23082","IT16",98,"VIR"
"2069","VIR23082","ME16",20,"VIR"
"2070","VIR23082","RM19",90,"VIR"
"2071","VIR23086","CR15",0,"VIR"
"2072","VIR23086","SP15",60,"VIR"
"2073","VIR23086","CR16",0,"VIR"
"2074","VIR23086","SP16",0,"VIR"
"2075","VIR23086","AB16",100,"VIR"
"2076","VIR23086","AL16",60,"VIR"
"2077","VIR23086","BZ16",100,"VIR"
"2078","VIR23086","IT16",98,"VIR"
"2079","VIR23086","ME16",30,"VIR"
"2080","VIR23086","RM19",100,"VIR"
"2081","VIR23089","CR15",0,"VIR"
"2082","VIR23089","SP15",60,"VIR"
"2083","VIR23089","CR16",0,"VIR"
"2084","VIR23089","SP16",0,"VIR"
"2085","VIR23089","AB16",90,"VIR"
"2086","VIR23089","AL16",70,"VIR"
"2087","VIR23089","BZ16",100,"VIR"
"2088","VIR23089","IT16",100,"VIR"
"2089","VIR23089","ME16",50,"VIR"
"2090","VIR23089","RM19",90,"VIR"
"2091","VIR23090","CR15",0,"VIR"
"2092","VIR23090","SP15",60,"VIR"
"2093","VIR23090","CR16",0,"VIR"
"2094","VIR23090","SP16",0,"VIR"
"2095","VIR23090","AB16",90,"VIR"
"2096","VIR23090","AL16",70,"VIR"
"2097","VIR23090","BZ16",100,"VIR"
"2098","VIR23090","IT16",100,"VIR"
"2099","VIR23090","ME16",30,"VIR"
"2100","VIR23090","RM19",100,"VIR"
"2101","VIR23117","CR15",0,"VIR"
"2102","VIR23117","SP15",60,"VIR"
"2103","VIR23117","CR16",0,"VIR"
"2104","VIR23117","SP16",0,"VIR"
"2105","VIR23117","AB16",90,"VIR"
"2106","VIR23117","AL16",90,"VIR"
"2107","VIR23117","BZ16",100,"VIR"
"2108","VIR23117","IT16",100,"VIR"
"2109","VIR23117","ME16",50,"VIR"
"2110","VIR23117","RM19",80,"VIR"
"2111","VIR23121","CR15",0,"VIR"
"2112","VIR23121","SP15",20,"VIR"
"2113","VIR23121","CR16",0,"VIR"
"2114","VIR23121","SP16",0,"VIR"
"2115","VIR23121","AB16",0,"VIR"
"2116","VIR23121","AL16",5,"VIR"
"2117","VIR23121","BZ16",100,"VIR"
"2118","VIR23121","IT16",5,"VIR"
"2119","VIR23121","ME16",0,"VIR"
"2120","VIR23121","RM19",100,"VIR"
"2121","VIR23172","CR15",0,"VIR"
"2122","VIR23172","SP15",60,"VIR"
"2123","VIR23172","CR16",0,"VIR"
"2124","VIR23172","SP16",0,"VIR"
"2125","VIR23172","AB16",80,"VIR"
"2126","VIR23172","AL16",70,"VIR"
"2127","VIR23172","BZ16",100,"VIR"
"2128","VIR23172","IT16",98,"VIR"
"2129","VIR23172","ME16",40,"VIR"
"2130","VIR23172","RM19",80,"VIR"
"2131","VIR23192","CR15",0,"VIR"
"2132","VIR23192","SP15",60,"VIR"
"2133","VIR23192","CR16",0,"VIR"
"2134","VIR23192","SP16",0,"VIR"
"2135","VIR23192","AB16",70,"VIR"
"2136","VIR23192","AL16",90,"VIR"
"2137","VIR23192","BZ16",100,"VIR"
"2138","VIR23192","IT16",100,"VIR"
"2139","VIR23192","ME16",40,"VIR"
"2140","VIR23192","RM19",100,"VIR"
"2141","VIR23195","CR15",0,"VIR"
"2142","VIR23195","SP15",60,"VIR"
"2143","VIR23195","CR16",0,"VIR"
"2144","VIR23195","SP16",0,"VIR"
"2145","VIR23195","AB16",70,"VIR"
"2146","VIR23195","AL16",50,"VIR"
"2147","VIR23195","BZ16",100,"VIR"
"2148","VIR23195","IT16",85,"VIR"
"2149","VIR23195","ME16",40,"VIR"
"2150","VIR23195","RM19",90,"VIR"
"2151","VIR23471","CR15",0,"VIR"
"2152","VIR23471","SP15",60,"VIR"
"2153","VIR23471","CR16",0,"VIR"
"2154","VIR23471","SP16",0,"VIR"
"2155","VIR23471","AB16",70,"VIR"
"2156","VIR23471","AL16",50,"VIR"
"2157","VIR23471","BZ16",100,"VIR"
"2158","VIR23471","IT16",98,"VIR"
"2159","VIR23471","ME16",10,"VIR"
"2160","VIR23471","RM19",100,"VIR"
"2161","VIR23513","CR15",0,"VIR"
"2162","VIR23513","SP15",60,"VIR"
"2163","VIR23513","CR16",0,"VIR"
"2164","VIR23513","SP16",0,"VIR"
"2165","VIR23513","AB16",80,"VIR"
"2166","VIR23513","AL16",70,"VIR"
"2167","VIR23513","BZ16",100,"VIR"
"2168","VIR23513","IT16",100,"VIR"
"2169","VIR23513","ME16",80,"VIR"
"2170","VIR23513","RM19",100,"VIR"
"2171","VIR23606","CR15",0,"VIR"
"2172","VIR23606","SP15",60,"VIR"
"2173","VIR23606","CR16",0,"VIR"
"2174","VIR23606","SP16",0,"VIR"
"2175","VIR23606","AB16",90,"VIR"
"2176","VIR23606","AL16",60,"VIR"
"2177","VIR23606","BZ16",100,"VIR"
"2178","VIR23606","IT16",95,"VIR"
"2179","VIR23606","ME16",30,"VIR"
"2180","VIR23606","RM19",80,"VIR"
"2181","VIR23609","CR15",0,"VIR"
"2182","VIR23609","SP15",60,"VIR"
"2183","VIR23609","CR16",0,"VIR"
"2184","VIR23609","SP16",0,"VIR"
"2185","VIR23609","AB16",70,"VIR"
"2186","VIR23609","AL16",50,"VIR"
"2187","VIR23609","BZ16",100,"VIR"
"2188","VIR23609","IT16",98,"VIR"
"2189","VIR23609","ME16",20,"VIR"
"2190","VIR23609","RM19",100,"VIR"
"2191","VIR23610","CR15",0,"VIR"
"2192","VIR23610","SP15",60,"VIR"
"2193","VIR23610","CR16",0,"VIR"
"2194","VIR23610","SP16",0,"VIR"
"2195","VIR23610","AB16",50,"VIR"
"2196","VIR23610","AL16",50,"VIR"
"2197","VIR23610","BZ16",100,"VIR"
"2198","VIR23610","IT16",95,"VIR"
"2199","VIR23610","ME16",30,"VIR"
"2200","VIR23610","RM19",80,"VIR"
"2201","VIR23611","CR15",0,"VIR"
"2202","VIR23611","SP15",60,"VIR"
"2203","VIR23611","CR16",0,"VIR"
"2204","VIR23611","SP16",0,"VIR"
"2205","VIR23611","AB16",90,"VIR"
"2206","VIR23611","AL16",40,"VIR"
"2207","VIR23611","BZ16",100,"VIR"
"2208","VIR23611","IT16",40,"VIR"
"2209","VIR23611","ME16",20,"VIR"
"2210","VIR23611","RM19",100,"VIR"
"2211","VIR23613","CR15",0,"VIR"
"2212","VIR23613","SP15",60,"VIR"
"2213","VIR23613","CR16",0,"VIR"
"2214","VIR23613","SP16",0,"VIR"
"2215","VIR23613","AB16",90,"VIR"
"2216","VIR23613","AL16",60,"VIR"
"2217","VIR23613","BZ16",100,"VIR"
"2218","VIR23613","IT16",80,"VIR"
"2219","VIR23613","ME16",10,"VIR"
"2220","VIR23613","RM19",70,"VIR"
"2221","VIR23615","CR15",0,"VIR"
"2222","VIR23615","SP15",60,"VIR"
"2223","VIR23615","CR16",0,"VIR"
"2224","VIR23615","SP16",0,"VIR"
"2225","VIR23615","AB16",90,"VIR"
"2226","VIR23615","AL16",80,"VIR"
"2227","VIR23615","BZ16",100,"VIR"
"2228","VIR23615","IT16",98,"VIR"
"2229","VIR23615","ME16",15,"VIR"
"2230","VIR23615","RM19",90,"VIR"
"2231","VIR23616","CR15",0,"VIR"
"2232","VIR23616","SP15",60,"VIR"
"2233","VIR23616","CR16",0,"VIR"
"2234","VIR23616","SP16",0,"VIR"
"2235","VIR23616","AB16",70,"VIR"
"2236","VIR23616","AL16",40,"VIR"
"2237","VIR23616","BZ16",100,"VIR"
"2238","VIR23616","IT16",98,"VIR"
"2239","VIR23616","ME16",50,"VIR"
"2240","VIR23616","RM19",100,"VIR"
"2241","VIR23618","CR15",0,"VIR"
"2242","VIR23618","SP15",60,"VIR"
"2243","VIR23618","CR16",0,"VIR"
"2244","VIR23618","SP16",0,"VIR"
"2245","VIR23618","AB16",80,"VIR"
"2246","VIR23618","AL16",40,"VIR"
"2247","VIR23618","BZ16",100,"VIR"
"2248","VIR23618","IT16",90,"VIR"
"2249","VIR23618","ME16",30,"VIR"
"2250","VIR23618","RM19",100,"VIR"
"2251","VIR23619","CR15",0,"VIR"
"2252","VIR23619","SP15",60,"VIR"
"2253","VIR23619","CR16",0,"VIR"
"2254","VIR23619","SP16",0,"VIR"
"2255","VIR23619","AB16",80,"VIR"
"2256","VIR23619","AL16",60,"VIR"
"2257","VIR23619","BZ16",100,"VIR"
"2258","VIR23619","IT16",100,"VIR"
"2259","VIR23619","ME16",10,"VIR"
"2260","VIR23619","RM19",100,"VIR"
"2261","VIR23621","CR15",0,"VIR"
"2262","VIR23621","SP15",60,"VIR"
"2263","VIR23621","CR16",0,"VIR"
"2264","VIR23621","SP16",0,"VIR"
"2265","VIR23621","AB16",90,"VIR"
"2266","VIR23621","AL16",60,"VIR"
"2267","VIR23621","BZ16",100,"VIR"
"2268","VIR23621","IT16",98,"VIR"
"2269","VIR23621","ME16",15,"VIR"
"2270","VIR23621","RM19",100,"VIR"
"2271","VIR23628","CR15",0,"VIR"
"2272","VIR23628","SP15",60,"VIR"
"2273","VIR23628","CR16",0,"VIR"
"2274","VIR23628","SP16",0,"VIR"
"2275","VIR23628","AB16",90,"VIR"
"2276","VIR23628","AL16",80,"VIR"
"2277","VIR23628","BZ16",100,"VIR"
"2278","VIR23628","IT16",98,"VIR"
"2279","VIR23628","ME16",15,"VIR"
"2280","VIR23628","RM19",100,"VIR"
"2281","VIR23633","CR15",0,"VIR"
"2282","VIR23633","SP15",60,"VIR"
"2283","VIR23633","CR16",0,"VIR"
"2284","VIR23633","SP16",0,"VIR"
"2285","VIR23633","AB16",80,"VIR"
"2286","VIR23633","AL16",50,"VIR"
"2287","VIR23633","BZ16",100,"VIR"
"2288","VIR23633","IT16",100,"VIR"
"2289","VIR23633","ME16",30,"VIR"
"2290","VIR23633","RM19",100,"VIR"
"2291","VIR23634","CR15",0,"VIR"
"2292","VIR23634","SP15",60,"VIR"
"2293","VIR23634","CR16",0,"VIR"
"2294","VIR23634","SP16",0,"VIR"
"2295","VIR23634","AB16",90,"VIR"
"2296","VIR23634","AL16",50,"VIR"
"2297","VIR23634","BZ16",100,"VIR"
"2298","VIR23634","IT16",100,"VIR"
"2299","VIR23634","ME16",30,"VIR"
"2300","VIR23634","RM19",100,"VIR"
"2301","VIR23689","CR15",0,"VIR"
"2302","VIR23689","SP15",60,"VIR"
"2303","VIR23689","CR16",0,"VIR"
"2304","VIR23689","SP16",0,"VIR"
"2305","VIR23689","AB16",50,"VIR"
"2306","VIR23689","AL16",70,"VIR"
"2307","VIR23689","BZ16",100,"VIR"
"2308","VIR23689","IT16",100,"VIR"
"2309","VIR23689","ME16",30,"VIR"
"2310","VIR23689","RM19",100,"VIR"
"2311","VIR23769","CR15",0,"VIR"
"2312","VIR23769","SP15",60,"VIR"
"2313","VIR23769","CR16",0,"VIR"
"2314","VIR23769","SP16",0,"VIR"
"2315","VIR23769","AB16",80,"VIR"
"2316","VIR23769","AL16",80,"VIR"
"2317","VIR23769","BZ16",100,"VIR"
"2318","VIR23769","IT16",98,"VIR"
"2319","VIR23769","ME16",40,"VIR"
"2320","VIR23769","RM19",100,"VIR"
"2321","VIR23770","CR15",0,"VIR"
"2322","VIR23770","SP15",60,"VIR"
"2323","VIR23770","CR16",0,"VIR"
"2324","VIR23770","SP16",0,"VIR"
"2325","VIR23770","AB16",90,"VIR"
"2326","VIR23770","AL16",90,"VIR"
"2327","VIR23770","BZ16",100,"VIR"
"2328","VIR23770","IT16",98,"VIR"
"2329","VIR23770","ME16",40,"VIR"
"2330","VIR23770","RM19",100,"VIR"
"2331","VIR23894","CR15",0,"VIR"
"2332","VIR23894","SP15",60,"VIR"
"2333","VIR23894","CR16",0,"VIR"
"2334","VIR23894","SP16",0,"VIR"
"2335","VIR23894","AB16",60,"VIR"
"2336","VIR23894","AL16",50,"VIR"
"2337","VIR23894","BZ16",100,"VIR"
"2338","VIR23894","IT16",98,"VIR"
"2339","VIR23894","ME16",50,"VIR"
"2340","VIR23894","RM19",100,"VIR"
"2341","VIR23896","CR15",0,"VIR"
"2342","VIR23896","SP15",60,"VIR"
"2343","VIR23896","CR16",0,"VIR"
"2344","VIR23896","SP16",0,"VIR"
"2345","VIR23896","AB16",80,"VIR"
"2346","VIR23896","AL16",70,"VIR"
"2347","VIR23896","BZ16",100,"VIR"
"2348","VIR23896","IT16",90,"VIR"
"2349","VIR23896","ME16",40,"VIR"
"2350","VIR23896","RM19",80,"VIR"
"2351","VIR24727","CR15",0,"VIR"
"2352","VIR24727","SP15",60,"VIR"
"2353","VIR24727","CR16",0,"VIR"
"2354","VIR24727","SP16",0,"VIR"
"2355","VIR24727","AB16",60,"VIR"
"2356","VIR24727","AL16",50,"VIR"
"2357","VIR24727","BZ16",100,"VIR"
"2358","VIR24727","IT16",98,"VIR"
"2359","VIR24727","ME16",50,"VIR"
"2360","VIR24727","RM19",80,"VIR"
"2361","VIR24984","CR15",0,"VIR"
"2362","VIR24984","SP15",60,"VIR"
"2363","VIR24984","CR16",0,"VIR"
"2364","VIR24984","SP16",0,"VIR"
"2365","VIR24984","AB16",90,"VIR"
"2366","VIR24984","AL16",40,"VIR"
"2367","VIR24984","BZ16",100,"VIR"
"2368","VIR24984","IT16",100,"VIR"
"2369","VIR24984","ME16",50,"VIR"
"2370","VIR24984","RM19",90,"VIR"
"2371","VIR25072","CR15",0,"VIR"
"2372","VIR25072","SP15",60,"VIR"
"2373","VIR25072","CR16",0,"VIR"
"2374","VIR25072","SP16",0,"VIR"
"2375","VIR25072","AB16",70,"VIR"
"2376","VIR25072","AL16",40,"VIR"
"2377","VIR25072","BZ16",100,"VIR"
"2378","VIR25072","IT16",95,"VIR"
"2379","VIR25072","ME16",60,"VIR"
"2380","VIR25072","RM19",90,"VIR"
"2381","VIR25592","CR15",0,"VIR"
"2382","VIR25592","SP15",60,"VIR"
"2383","VIR25592","CR16",0,"VIR"
"2384","VIR25592","SP16",0,"VIR"
"2385","VIR25592","AB16",80,"VIR"
"2386","VIR25592","AL16",70,"VIR"
"2387","VIR25592","BZ16",100,"VIR"
"2388","VIR25592","IT16",100,"VIR"
"2389","VIR25592","ME16",30,"VIR"
"2390","VIR25592","RM19",100,"VIR"
"2391","VIR25610","CR15",0,"VIR"
"2392","VIR25610","SP15",60,"VIR"
"2393","VIR25610","CR16",0,"VIR"
"2394","VIR25610","SP16",0,"VIR"
"2395","VIR25610","AB16",80,"VIR"
"2396","VIR25610","AL16",60,"VIR"
"2397","VIR25610","BZ16",100,"VIR"
"2398","VIR25610","IT16",100,"VIR"
"2399","VIR25610","ME16",20,"VIR"
"2400","VIR25610","RM19",100,"VIR"
"2401","VIR25769","CR15",0,"VIR"
"2402","VIR25769","SP15",60,"VIR"
"2403","VIR25769","CR16",0,"VIR"
"2404","VIR25769","SP16",0,"VIR"
"2405","VIR25769","AB16",70,"VIR"
"2406","VIR25769","AL16",50,"VIR"
"2407","VIR25769","BZ16",10,"VIR"
"2408","VIR25769","IT16",100,"VIR"
"2409","VIR25769","ME16",70,"VIR"
"2410","VIR25769","RM19",100,"VIR"
"2411","VIR25814","CR15",0,"VIR"
"2412","VIR25814","SP15",60,"VIR"
"2413","VIR25814","CR16",0,"VIR"
"2414","VIR25814","SP16",0,"VIR"
"2415","VIR25814","AB16",50,"VIR"
"2416","VIR25814","AL16",60,"VIR"
"2417","VIR25814","BZ16",100,"VIR"
"2418","VIR25814","IT16",100,"VIR"
"2419","VIR25814","ME16",70,"VIR"
"2420","VIR25814","RM19",90,"VIR"
"2421","VIR25827","CR15",0,"VIR"
"2422","VIR25827","SP15",60,"VIR"
"2423","VIR25827","CR16",0,"VIR"
"2424","VIR25827","SP16",0,"VIR"
"2425","VIR25827","AB16",90,"VIR"
"2426","VIR25827","AL16",90,"VIR"
"2427","VIR25827","BZ16",100,"VIR"
"2428","VIR25827","IT16",100,"VIR"
"2429","VIR25827","ME16",30,"VIR"
"2430","VIR25827","RM19",90,"VIR"
"2431","VIR25828","CR15",0,"VIR"
"2432","VIR25828","SP15",60,"VIR"
"2433","VIR25828","CR16",0,"VIR"
"2434","VIR25828","SP16",0,"VIR"
"2435","VIR25828","AB16",90,"VIR"
"2436","VIR25828","AL16",50,"VIR"
"2437","VIR25828","BZ16",100,"VIR"
"2438","VIR25828","IT16",98,"VIR"
"2439","VIR25828","ME16",50,"VIR"
"2440","VIR25828","RM19",90,"VIR"
"2441","VIR25856","CR15",0,"VIR"
"2442","VIR25856","SP15",60,"VIR"
"2443","VIR25856","CR16",0,"VIR"
"2444","VIR25856","SP16",0,"VIR"
"2445","VIR25856","AB16",70,"VIR"
"2446","VIR25856","AL16",50,"VIR"
"2447","VIR25856","BZ16",100,"VIR"
"2448","VIR25856","IT16",98,"VIR"
"2449","VIR25856","ME16",10,"VIR"
"2450","VIR25856","RM19",70,"VIR"
"2451","VIR26506","CR15",0,"VIR"
"2452","VIR26506","SP15",60,"VIR"
"2453","VIR26506","CR16",0,"VIR"
"2454","VIR26506","SP16",0,"VIR"
"2455","VIR26506","AB16",70,"VIR"
"2456","VIR26506","AL16",60,"VIR"
"2457","VIR26506","BZ16",100,"VIR"
"2458","VIR26506","IT16",98,"VIR"
"2459","VIR26506","ME16",30,"VIR"
"2460","VIR26506","RM19",90,"VIR"
"2461","VIR27037","CR15",0,"VIR"
"2462","VIR27037","SP15",60,"VIR"
"2463","VIR27037","CR16",0,"VIR"
"2464","VIR27037","SP16",0,"VIR"
"2465","VIR27037","AB16",100,"VIR"
"2466","VIR27037","AL16",25,"VIR"
"2467","VIR27037","BZ16",100,"VIR"
"2468","VIR27037","IT16",95,"VIR"
"2469","VIR27037","ME16",90,"VIR"
"2470","VIR27037","RM19",70,"VIR"
"2471","VIR27093","CR15",0,"VIR"
"2472","VIR27093","SP15",60,"VIR"
"2473","VIR27093","CR16",0,"VIR"
"2474","VIR27093","SP16",0,"VIR"
"2475","VIR27093","AB16",50,"VIR"
"2476","VIR27093","AL16",70,"VIR"
"2477","VIR27093","BZ16",100,"VIR"
"2478","VIR27093","IT16",98,"VIR"
"2479","VIR27093","ME16",80,"VIR"
"2480","VIR27093","RM19",80,"VIR"
"2481","VIR27223","CR15",0,"VIR"
"2482","VIR27223","SP15",60,"VIR"
"2483","VIR27223","CR16",0,"VIR"
"2484","VIR27223","SP16",0,"VIR"
"2485","VIR27223","AB16",50,"VIR"
"2486","VIR27223","AL16",100,"VIR"
"2487","VIR27223","BZ16",100,"VIR"
"2488","VIR27223","IT16",100,"VIR"
"2489","VIR27223","ME16",20,"VIR"
"2490","VIR27223","RM19",100,"VIR"
"2491","VIR27795","CR15",0,"VIR"
"2492","VIR27795","SP15",60,"VIR"
"2493","VIR27795","CR16",0,"VIR"
"2494","VIR27795","SP16",0,"VIR"
